Function / Call Stack,CPU_CLK_UNHALTED.THREAD,CPU_CLK_UNHALTED.REF_TSC,DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,ITLB_MISSES.MISS_CAUSES_A_WALK,MEM_LOAD_RETIRED.L1_HIT_PS,MEM_LOAD_RETIRED.L1_MISS_PS,MEM_LOAD_RETIRED.L2_HIT_PS,MEM_LOAD_RETIRED.L2_MISS_PS,MEM_LOAD_RETIRED.L3_HIT_PS,MEM_LOAD_RETIRED.L3_MISS_PS,time
ijk_ikj_1500_20,1901200000.0000,1561000000.0000,1500000.0000,0.0000,1990000000.0000,5840000.0000,1540000.0000,4620000.0000,4240000.0000,280000.0000,0.4199
ijk_ikj_1500_150,2110000000.0000,1736200000.0000,40000.0000,0.0000,1748800000.0000,31360000.0000,29020000.0000,4800000.0000,4580000.0000,180000.0000,0.4703
ijk_ikj_1500_15,2103600000.0000,1727400000.0000,2620000.0000,0.0000,2211200000.0000,7760000.0000,780000.0000,7110000.0000,6870000.0000,260000.0000,0.4801
ijk_ikj_1500_125,2017600000.0000,1658600000.0000,120000.0000,0.0000,1761600000.0000,36940000.0000,34220000.0000,3580000.0000,3330000.0000,200000.0000,0.4012
ijk_ikj_1500_12,2035600000.0000,1672400000.0000,3320000.0000,0.0000,2040400000.0000,10020000.0000,640000.0000,9370000.0000,9290000.0000,120000.0000,0.4754
ijk_ikj_1500_100,1974800000.0000,1623600000.0000,240000.0000,0.0000,1780800000.0000,39340000.0000,37880000.0000,1520000.0000,1400000.0000,140000.0000,0.4270
ijk_ikj_1500_10,2428400000.0000,1990200000.0000,5100000.0000,0.0000,2277600000.0000,15800000.0000,1880000.0000,13650000.0000,13530000.0000,60000.0000,0.5446
ijk_ikj_1450_58,1548200000.0000,1274200000.0000,260000.0000,0.0000,1860000000.0000,6360000.0000,5740000.0000,810000.0000,490000.0000,220000.0000,0.3798
ijk_ikj_1450_50,1675000000.0000,1376000000.0000,360000.0000,0.0000,1854000000.0000,5940000.0000,4580000.0000,900000.0000,620000.0000,280000.0000,0.3747
ijk_ikj_1450_290,1585600000.0000,1298200000.0000,40000.0000,0.0000,1612000000.0000,29400000.0000,23040000.0000,6500000.0000,6400000.0000,120000.0000,0.5698
ijk_ikj_1450_29,1975800000.0000,1621200000.0000,860000.0000,0.0000,1903200000.0000,5120000.0000,2780000.0000,2210000.0000,1650000.0000,480000.0000,0.4069
ijk_ikj_1450_25,1644400000.0000,1356400000.0000,1100000.0000,0.0000,1881200000.0000,4660000.0000,1780000.0000,2860000.0000,2510000.0000,340000.0000,0.3860
ijk_ikj_1450_145,1668800000.0000,1374800000.0000,80000.0000,0.0000,1594400000.0000,32220000.0000,29820000.0000,3480000.0000,3390000.0000,60000.0000,0.4348
