Function / Call Stack,INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,CPU_CLK_UNHALTED.REF_TSC,DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,ITLB_MISSES.MISS_CAUSES_A_WALK,MEM_LOAD_RETIRED.L1_HIT_PS,MEM_LOAD_RETIRED.L1_MISS_PS,MEM_LOAD_RETIRED.L2_HIT_PS,MEM_LOAD_RETIRED.L2_MISS_PS,MEM_LOAD_RETIRED.L3_HIT_PS,MEM_LOAD_RETIRED.L3_MISS_PS,time
ijk_ikj_1500_10,27361400000.0000,7640600000.0000,6313200000.0000,14220000.0000,20000.0000,7415340000.0000,51940000.0000,6775000.0000,46610000.0000,45940000.0000,510000.0000,0.5446
ijk_ikj_1450_10,24714800000.0000,6819400000.0000,5631200000.0000,10640000.0000,20000.0000,6705540000.0000,47100000.0000,7060000.0000,41300000.0000,40915000.0000,340000.0000,0.4927
ijk_ikj_1500_15,23927800000.0000,6438800000.0000,5326600000.0000,7440000.0000,0.0000,7334300000.0000,25360000.0000,1625000.0000,23800000.0000,23050000.0000,710000.0000,0.4801
ijk_ikj_1500_12,22696400000.0000,6411400000.0000,5298200000.0000,10280000.0000,20000.0000,6782100000.0000,33580000.0000,1645000.0000,31955000.0000,31385000.0000,410000.0000,0.4754
ijk_ikj_1400_10,22248600000.0000,6535200000.0000,5368400000.0000,8940000.0000,20000.0000,6067400000.0000,42080000.0000,6575000.0000,36085000.0000,35635000.0000,370000.0000,0.4444
ijk_ikj_1500_25,20091200000.0000,5674400000.0000,4689600000.0000,3800000.0000,20000.0000,6784860000.0000,17580000.0000,5120000.0000,10830000.0000,9755000.0000,925000.0000,0.4159
ijk_ikj_1350_10,19947600000.0000,5701400000.0000,4705000000.0000,6820000.0000,20000.0000,5420780000.0000,38180000.0000,6610000.0000,32320000.0000,31970000.0000,295000.0000,0.3925
ijk_ikj_1500_20,19915400000.0000,5765400000.0000,4769600000.0000,4840000.0000,0.0000,6716240000.0000,19060000.0000,2910000.0000,15340000.0000,14545000.0000,745000.0000,0.4199
ijk_ikj_1500_30,19654000000.0000,5612000000.0000,4643800000.0000,2700000.0000,0.0000,6845500000.0000,16500000.0000,7400000.0000,7630000.0000,6530000.0000,930000.0000,0.4265
ijk_ikj_1400_14,19493400000.0000,5336600000.0000,4405000000.0000,5040000.0000,20000.0000,5840460000.0000,22300000.0000,1530000.0000,20925000.0000,20600000.0000,320000.0000,0.3892
ijk_ikj_1500_50,18191800000.0000,5360200000.0000,4433000000.0000,1120000.0000,0.0000,6678960000.0000,12580000.0000,7785000.0000,3315000.0000,2480000.0000,685000.0000,0.3928
ijk_ikj_1450_25,18149200000.0000,5104800000.0000,4216800000.0000,3180000.0000,0.0000,6143700000.0000,16340000.0000,5250000.0000,9755000.0000,8860000.0000,745000.0000,0.3860
ijk_ikj_1300_10,17812000000.0000,5017000000.0000,4139400000.0000,5260000.0000,0.0000,4850800000.0000,34120000.0000,6525000.0000,28280000.0000,27980000.0000,250000.0000,0.3487
ijk_ikj_1450_29,17631800000.0000,4917400000.0000,4064400000.0000,2540000.0000,20000.0000,6155340000.0000,16180000.0000,7140000.0000,7455000.0000,6585000.0000,720000.0000,0.4069
ijk_ikj_1500_75,17569200000.0000,5406400000.0000,4466200000.0000,620000.0000,0.0000,6456620000.0000,57640000.0000,50445000.0000,3095000.0000,2370000.0000,535000.0000,0.4009
ijk_ikj_1350_15,17443000000.0000,4822400000.0000,3983800000.0000,3900000.0000,40000.0000,5375480000.0000,19340000.0000,1885000.0000,17460000.0000,17040000.0000,385000.0000,0.3389
ijk_ikj_1500_60,17294400000.0000,5268800000.0000,4358600000.0000,800000.0000,0.0000,6589120000.0000,16400000.0000,12740000.0000,2890000.0000,2070000.0000,640000.0000,0.4061
ijk_ikj_1500_125,16833600000.0000,5730800000.0000,4732000000.0000,340000.0000,20000.0000,5921860000.0000,128220000.0000,119100000.0000,8870000.0000,8340000.0000,385000.0000,0.4012
ijk_ikj_1500_100,16790000000.0000,5639400000.0000,4662000000.0000,480000.0000,0.0000,5763080000.0000,132640000.0000,132010000.0000,4315000.0000,3755000.0000,450000.0000,0.4270
ijk_ikj_1500_150,16750000000.0000,5851000000.0000,4819600000.0000,240000.0000,0.0000,5859200000.0000,113740000.0000,103765000.0000,12525000.0000,12035000.0000,430000.0000,0.4703
ijk_ikj_1500_250,16465400000.0000,5756200000.0000,4703800000.0000,320000.0000,0.0000,5866840000.0000,109320000.0000,83535000.0000,26665000.0000,26255000.0000,290000.0000,0.5450
ijk_ikj_1450_50,16430800000.0000,4685000000.0000,3877400000.0000,880000.0000,0.0000,6094020000.0000,10860000.0000,6850000.0000,3025000.0000,2455000.0000,455000.0000,0.3747
ijk_ikj_1500_375,16343600000.0000,5597200000.0000,4617000000.0000,240000.0000,20000.0000,5948380000.0000,107100000.0000,88165000.0000,19890000.0000,19560000.0000,210000.0000,0.4410
ijk_ikj_1400_25,16334600000.0000,4625600000.0000,3821600000.0000,2340000.0000,0.0000,5484080000.0000,14740000.0000,4715000.0000,8855000.0000,8090000.0000,580000.0000,0.3282
ijk_ikj_1500_300,16287800000.0000,5758800000.0000,4714000000.0000,140000.0000,0.0000,5913500000.0000,99740000.0000,78675000.0000,22225000.0000,21910000.0000,285000.0000,0.6494
ijk_ikj_1400_20,16190800000.0000,4824000000.0000,3980400000.0000,3240000.0000,0.0000,5441080000.0000,16520000.0000,3285000.0000,12620000.0000,12020000.0000,500000.0000,0.3362
ijk_ikj_1450_58,16162400000.0000,4726400000.0000,3904600000.0000,780000.0000,0.0000,6005520000.0000,13620000.0000,10890000.0000,2590000.0000,2065000.0000,440000.0000,0.3798
ijk_ikj_1350_18,16145600000.0000,4463200000.0000,3687000000.0000,2920000.0000,0.0000,5167440000.0000,15920000.0000,1920000.0000,13340000.0000,12910000.0000,330000.0000,0.3160
ijk_ikj_1250_10,15833800000.0000,4476600000.0000,3694400000.0000,3200000.0000,20000.0000,4295040000.0000,30080000.0000,6145000.0000,24765000.0000,24505000.0000,170000.0000,0.3142
ijk_ikj_1400_35,15728800000.0000,4490400000.0000,3711400000.0000,1340000.0000,40000.0000,5594640000.0000,13240000.0000,7685000.0000,5235000.0000,4480000.0000,630000.0000,0.3270
ijk_ikj_1300_13,15642600000.0000,4353600000.0000,3595400000.0000,3460000.0000,0.0000,4634660000.0000,21560000.0000,1095000.0000,19610000.0000,19330000.0000,250000.0000,0.2966
ijk_ikj_1400_28,15262800000.0000,4513600000.0000,3731000000.0000,2080000.0000,20000.0000,5436220000.0000,13960000.0000,5460000.0000,7110000.0000,6430000.0000,575000.0000,0.3210
ijk_ikj_1450_145,15105200000.0000,5048200000.0000,4156600000.0000,360000.0000,0.0000,5321980000.0000,109860000.0000,101950000.0000,8770000.0000,8295000.0000,355000.0000,0.4348
ijk_ikj_1350_27,14832000000.0000,4320600000.0000,3557600000.0000,1720000.0000,40000.0000,5144660000.0000,13580000.0000,5570000.0000,6755000.0000,6205000.0000,480000.0000,0.3021
ijk_ikj_1450_290,14820000000.0000,5131000000.0000,4200800000.0000,100000.0000,20000.0000,5321700000.0000,97200000.0000,76230000.0000,22045000.0000,21800000.0000,250000.0000,0.5698
ijk_ikj_1400_50,14791200000.0000,4338400000.0000,3586200000.0000,780000.0000,0.0000,5500560000.0000,10460000.0000,6365000.0000,2745000.0000,2195000.0000,540000.0000,0.2987
ijk_ikj_1350_25,14647200000.0000,4235600000.0000,3488800000.0000,2120000.0000,0.0000,4935260000.0000,13560000.0000,4755000.0000,7790000.0000,7180000.0000,470000.0000,0.2952
ijk_ikj_1400_40,14582600000.0000,4397000000.0000,3633600000.0000,1040000.0000,0.0000,5383760000.0000,10300000.0000,6250000.0000,3800000.0000,3110000.0000,595000.0000,0.3092
ijk_ikj_1350_30,14327800000.0000,4185200000.0000,3446800000.0000,1460000.0000,20000.0000,5000580000.0000,12120000.0000,5760000.0000,5435000.0000,4850000.0000,485000.0000,0.2960
ijk_ikj_1400_70,14284200000.0000,4391000000.0000,3626400000.0000,600000.0000,20000.0000,5450100000.0000,26620000.0000,20005000.0000,2230000.0000,1670000.0000,420000.0000,0.3029
ijk_ikj_1400_56,14135000000.0000,4218400000.0000,3480600000.0000,680000.0000,0.0000,5490200000.0000,10880000.0000,6920000.0000,2290000.0000,1830000.0000,400000.0000,0.3477
ijk_ikj_1200_10,14009400000.0000,3834600000.0000,3168200000.0000,1780000.0000,0.0000,3821480000.0000,26080000.0000,6040000.0000,20550000.0000,20390000.0000,120000.0000,0.2712
ijk_ikj_1400_100,13649800000.0000,4492400000.0000,3715800000.0000,400000.0000,0.0000,4716700000.0000,110660000.0000,108890000.0000,2490000.0000,2050000.0000,350000.0000,0.3754
ijk_ikj_1400_175,13572400000.0000,4605400000.0000,3810200000.0000,160000.0000,0.0000,4768460000.0000,94360000.0000,80445000.0000,15740000.0000,15385000.0000,290000.0000,0.3457
ijk_ikj_1400_140,13474800000.0000,4845800000.0000,3998000000.0000,240000.0000,0.0000,4833380000.0000,96660000.0000,87245000.0000,7525000.0000,7090000.0000,325000.0000,0.3937
ijk_ikj_1400_200,13344400000.0000,4699400000.0000,3866800000.0000,200000.0000,0.0000,4635820000.0000,86460000.0000,72250000.0000,19110000.0000,18760000.0000,245000.0000,0.3955
ijk_ikj_1350_45,13316000000.0000,4022400000.0000,3318200000.0000,820000.0000,0.0000,4897120000.0000,11120000.0000,7410000.0000,3045000.0000,2350000.0000,535000.0000,0.2790
ijk_ikj_1400_350,13287800000.0000,4680200000.0000,3859400000.0000,180000.0000,20000.0000,4827840000.0000,80460000.0000,65970000.0000,16315000.0000,16125000.0000,145000.0000,0.3339
ijk_ikj_1350_50,13262200000.0000,3947000000.0000,3261400000.0000,740000.0000,0.0000,4933100000.0000,10480000.0000,7650000.0000,2480000.0000,1980000.0000,375000.0000,0.2947
ijk_ikj_1400_280,13258800000.0000,4552000000.0000,3731400000.0000,180000.0000,0.0000,4758140000.0000,86020000.0000,67510000.0000,19735000.0000,19500000.0000,205000.0000,0.5120
ijk_ikj_1300_26,13164600000.0000,3801000000.0000,3137400000.0000,1460000.0000,20000.0000,4475220000.0000,10660000.0000,3425000.0000,6285000.0000,5860000.0000,350000.0000,0.2612
ijk_ikj_1350_54,13141800000.0000,3897800000.0000,3216200000.0000,680000.0000,0.0000,4880180000.0000,10800000.0000,9500000.0000,2235000.0000,1840000.0000,360000.0000,0.2924
ijk_ikj_1300_25,13078800000.0000,3708800000.0000,3065000000.0000,1680000.0000,40000.0000,4426640000.0000,11500000.0000,3765000.0000,6795000.0000,6390000.0000,395000.0000,0.2717
ijk_ikj_1300_20,12962800000.0000,3743600000.0000,3092800000.0000,2020000.0000,0.0000,4327980000.0000,12420000.0000,1960000.0000,9985000.0000,9635000.0000,260000.0000,0.2643
ijk_ikj_1350_75,12808400000.0000,4046400000.0000,3339200000.0000,360000.0000,0.0000,4602840000.0000,47260000.0000,44550000.0000,2100000.0000,1670000.0000,365000.0000,0.3046
ijk_ikj_1350_90,12558400000.0000,4170400000.0000,3445000000.0000,380000.0000,0.0000,4314640000.0000,96100000.0000,95895000.0000,2145000.0000,1705000.0000,320000.0000,0.3297
ijk_ikj_1150_10,12328800000.0000,3396400000.0000,2805800000.0000,1500000.0000,20000.0000,3383720000.0000,23880000.0000,6030000.0000,17760000.0000,17580000.0000,105000.0000,0.2353
ijk_ikj_1350_135,12311200000.0000,4432000000.0000,3649800000.0000,240000.0000,0.0000,4358000000.0000,80000000.0000,75110000.0000,6435000.0000,6090000.0000,295000.0000,0.3809
ijk_ikj_1200_15,12250200000.0000,3376200000.0000,2788400000.0000,1240000.0000,40000.0000,3840200000.0000,13840000.0000,1445000.0000,11680000.0000,11585000.0000,175000.0000,0.2292
ijk_ikj_1350_150,12211400000.0000,4211800000.0000,3469200000.0000,220000.0000,20000.0000,4250600000.0000,84940000.0000,79245000.0000,8700000.0000,8385000.0000,320000.0000,0.3845
ijk_ikj_1350_225,12016000000.0000,4379800000.0000,3588600000.0000,160000.0000,20000.0000,4345520000.0000,70880000.0000,51050000.0000,19650000.0000,19340000.0000,230000.0000,0.3899
ijk_ikj_1350_270,11981000000.0000,4232400000.0000,3464200000.0000,160000.0000,0.0000,4208180000.0000,76500000.0000,61900000.0000,19100000.0000,18835000.0000,220000.0000,0.4576
ijk_1500,11872200000.0000,18028000000.0000,14898800000.0000,802100000.0000,60000.0000,3355440000.0000,3362620000.0000,2730740000.0000,634975000.0000,583940000.0000,25525000.0000,1.6941
ijk_ikj_1300_50,11840200000.0000,3419400000.0000,2824400000.0000,640000.0000,0.0000,4386880000.0000,8200000.0000,5360000.0000,2175000.0000,1770000.0000,330000.0000,0.2585
ijk_ikj_1250_25,11627600000.0000,3291200000.0000,2721400000.0000,1180000.0000,0.0000,3894400000.0000,11120000.0000,4315000.0000,6045000.0000,5745000.0000,260000.0000,0.2337
ijk_ikj_1200_12,11620600000.0000,3237600000.0000,2674800000.0000,1300000.0000,0.0000,3518100000.0000,17260000.0000,1430000.0000,15260000.0000,15135000.0000,105000.0000,0.2369
ijk_ikj_1300_65,11440400000.0000,3540200000.0000,2925600000.0000,560000.0000,40000.0000,4235100000.0000,18560000.0000,14555000.0000,1955000.0000,1560000.0000,305000.0000,0.2556
ijk_ikj_1300_52,11385600000.0000,3446800000.0000,2848600000.0000,480000.0000,0.0000,4377160000.0000,9920000.0000,6940000.0000,2165000.0000,1785000.0000,295000.0000,0.2585
ijk_ikj_1300_130,10975400000.0000,3766400000.0000,3109600000.0000,280000.0000,0.0000,3799640000.0000,79420000.0000,77495000.0000,4880000.0000,4550000.0000,265000.0000,0.3081
ijk_ikj_1300_100,10930800000.0000,3720400000.0000,3072800000.0000,240000.0000,0.0000,3752560000.0000,86340000.0000,86295000.0000,2430000.0000,2025000.0000,265000.0000,0.3605
ijk_ikj_1100_10,10790400000.0000,2891200000.0000,2390200000.0000,920000.0000,0.0000,2960700000.0000,21120000.0000,6065000.0000,15045000.0000,14985000.0000,75000.0000,0.2100
ijk_ikj_1200_16,10720200000.0000,2950200000.0000,2439000000.0000,980000.0000,0.0000,3378820000.0000,13300000.0000,1495000.0000,12150000.0000,11940000.0000,175000.0000,0.2073
ijk_1450,10716200000.0000,17181200000.0000,14185200000.0000,637340000.0000,0.0000,3013400000.0000,3024000000.0000,2529710000.0000,529410000.0000,486040000.0000,20030000.0000,1.2190
ijk_ikj_1300_325,10638800000.0000,3748200000.0000,3094600000.0000,100000.0000,0.0000,3807540000.0000,65180000.0000,53290000.0000,14415000.0000,14245000.0000,130000.0000,0.2669
ijk_ikj_1100_11,10633000000.0000,3037000000.0000,2512600000.0000,900000.0000,0.0000,3027060000.0000,16620000.0000,1235000.0000,15490000.0000,15455000.0000,50000.0000,0.2122
ijk_ikj_1300_260,10627200000.0000,3739000000.0000,3067200000.0000,220000.0000,0.0000,3798420000.0000,70520000.0000,54300000.0000,17625000.0000,17400000.0000,220000.0000,0.4068
ijk_ikj_1250_50,10528600000.0000,3104800000.0000,2563800000.0000,500000.0000,0.0000,3948960000.0000,8500000.0000,5750000.0000,1940000.0000,1655000.0000,200000.0000,0.2348
ijk_ikj_1200_25,10286600000.0000,2910200000.0000,2403600000.0000,880000.0000,0.0000,3423660000.0000,9400000.0000,3525000.0000,5420000.0000,5135000.0000,245000.0000,0.2002
ijk_ikj_1200_20,10195200000.0000,2913600000.0000,2404600000.0000,780000.0000,0.0000,3387280000.0000,9600000.0000,1960000.0000,7670000.0000,7485000.0000,145000.0000,0.2107
ijk_ikj_1200_30,10064000000.0000,2816800000.0000,2328400000.0000,620000.0000,20000.0000,3534140000.0000,8260000.0000,3705000.0000,3685000.0000,3490000.0000,165000.0000,0.1950
ijk_ikj_1200_24,9853200000.0000,2847200000.0000,2353200000.0000,800000.0000,0.0000,3432380000.0000,7800000.0000,2125000.0000,4875000.0000,4765000.0000,160000.0000,0.1988
ijk_ikj_1250_125,9742000000.0000,3263000000.0000,2694400000.0000,200000.0000,0.0000,3385600000.0000,74220000.0000,71280000.0000,4025000.0000,3735000.0000,240000.0000,0.2737
ijk_1400,9652200000.0000,13721800000.0000,11336400000.0000,360160000.0000,20000.0000,2703120000.0000,2726480000.0000,2370940000.0000,384880000.0000,341090000.0000,18895000.0000,0.9971
ijk_ikj_1250_250,9530600000.0000,3306800000.0000,2716000000.0000,180000.0000,0.0000,3383940000.0000,63220000.0000,47995000.0000,16310000.0000,16190000.0000,160000.0000,0.3662
ijk_ikj_1150_23,9514000000.0000,2631200000.0000,2172200000.0000,540000.0000,0.0000,3208280000.0000,8420000.0000,2550000.0000,5280000.0000,5155000.0000,120000.0000,0.1968
ijk_ikj_1050_10,9384600000.0000,2482000000.0000,2054200000.0000,460000.0000,0.0000,2713140000.0000,20140000.0000,7145000.0000,10865000.0000,10785000.0000,75000.0000,0.1819
ijk_ikj_1200_50,9313600000.0000,2741600000.0000,2263400000.0000,420000.0000,20000.0000,3508900000.0000,7260000.0000,4880000.0000,1715000.0000,1420000.0000,210000.0000,0.1899
ijk_ikj_1200_40,9183800000.0000,2688400000.0000,2216800000.0000,480000.0000,0.0000,3407180000.0000,6480000.0000,3790000.0000,2305000.0000,2060000.0000,170000.0000,0.1930
ijk_ikj_1150_25,9053600000.0000,2574200000.0000,2123400000.0000,480000.0000,20000.0000,3052560000.0000,8760000.0000,3625000.0000,4665000.0000,4440000.0000,180000.0000,0.1813
ijk_ikj_1200_48,9018600000.0000,2678800000.0000,2212800000.0000,400000.0000,0.0000,3440720000.0000,7820000.0000,5315000.0000,2015000.0000,1765000.0000,225000.0000,0.2067
ijk_ikj_1200_75,8996000000.0000,2866400000.0000,2366400000.0000,280000.0000,0.0000,3304420000.0000,32500000.0000,28945000.0000,1500000.0000,1220000.0000,205000.0000,0.1975
ijk_ikj_1200_60,8854200000.0000,2684000000.0000,2212000000.0000,280000.0000,0.0000,3402020000.0000,9620000.0000,7345000.0000,1455000.0000,1170000.0000,165000.0000,0.1866
ijk_ikj_1200_80,8691800000.0000,2860800000.0000,2359400000.0000,240000.0000,0.0000,3109460000.0000,50500000.0000,48265000.0000,1460000.0000,1175000.0000,225000.0000,0.2313
ijk_1350,8651800000.0000,13303200000.0000,10987600000.0000,295080000.0000,20000.0000,2414220000.0000,2425920000.0000,2157380000.0000,327910000.0000,297025000.0000,13100000.0000,0.9561
ijk_ikj_1200_100,8594600000.0000,2934200000.0000,2422400000.0000,180000.0000,0.0000,2982260000.0000,68640000.0000,67930000.0000,1630000.0000,1435000.0000,190000.0000,0.1981
ijk_ikj_1200_150,8575200000.0000,2916600000.0000,2407800000.0000,100000.0000,0.0000,2976500000.0000,60780000.0000,58290000.0000,5200000.0000,4985000.0000,140000.0000,0.2095
ijk_ikj_1200_120,8531800000.0000,2872200000.0000,2374400000.0000,140000.0000,20000.0000,2858020000.0000,60100000.0000,64115000.0000,2300000.0000,2040000.0000,220000.0000,0.2399
ijk_ikj_1200_200,8404200000.0000,2980000000.0000,2455800000.0000,80000.0000,0.0000,2991040000.0000,55880000.0000,44665000.0000,11745000.0000,11535000.0000,170000.0000,0.2730
ijk_ikj_1200_240,8373200000.0000,3012600000.0000,2476600000.0000,120000.0000,0.0000,2980100000.0000,57540000.0000,44000000.0000,14770000.0000,14630000.0000,140000.0000,0.3232
ijk_ikj_1200_300,8339200000.0000,3076800000.0000,2529400000.0000,120000.0000,0.0000,2990260000.0000,51760000.0000,42070000.0000,11000000.0000,10885000.0000,125000.0000,0.2103
ijk_ikj_1100_22,8285000000.0000,2384200000.0000,1970000000.0000,340000.0000,20000.0000,2759400000.0000,6780000.0000,1445000.0000,4830000.0000,4605000.0000,165000.0000,0.1708
ijk_ikj_1150_46,8280200000.0000,2351000000.0000,1941800000.0000,200000.0000,0.0000,3038460000.0000,5420000.0000,3395000.0000,1625000.0000,1520000.0000,145000.0000,0.1838
ijk_ikj_1050_14,8222400000.0000,2128600000.0000,1763600000.0000,320000.0000,0.0000,2452060000.0000,9660000.0000,1795000.0000,7980000.0000,7965000.0000,55000.0000,0.1585
ijk_ikj_1050_15,8207200000.0000,2133800000.0000,1762800000.0000,340000.0000,0.0000,2519880000.0000,9320000.0000,1865000.0000,7500000.0000,7480000.0000,40000.0000,0.1557
ijk_ikj_1150_50,8196200000.0000,2386200000.0000,1971600000.0000,260000.0000,0.0000,3080560000.0000,5960000.0000,3715000.0000,1435000.0000,1315000.0000,135000.0000,0.1671
ijk_ikj_1000_10,8107400000.0000,2200400000.0000,1816600000.0000,380000.0000,0.0000,2239960000.0000,16160000.0000,6010000.0000,9925000.0000,9830000.0000,55000.0000,0.1582
ijk_ikj_1100_25,7924600000.0000,2281000000.0000,1888200000.0000,480000.0000,0.0000,2680200000.0000,7420000.0000,2345000.0000,4130000.0000,3900000.0000,160000.0000,0.1535
ijk_ikj_1100_20,7853800000.0000,2200800000.0000,1819000000.0000,380000.0000,20000.0000,2620220000.0000,7300000.0000,1290000.0000,5850000.0000,5775000.0000,65000.0000,0.1567
ijk_1300,7727200000.0000,11140200000.0000,9203800000.0000,278480000.0000,20000.0000,2190000000.0000,2204100000.0000,1890485000.0000,292510000.0000,268305000.0000,10580000.0000,0.8075
ijk_ikj_1150_115,7677200000.0000,2508600000.0000,2075600000.0000,140000.0000,0.0000,2652940000.0000,60100000.0000,58950000.0000,2445000.0000,2195000.0000,155000.0000,0.2130
ijk_ikj_1150_230,7437800000.0000,2589800000.0000,2133800000.0000,100000.0000,0.0000,2629800000.0000,49600000.0000,37860000.0000,12465000.0000,12390000.0000,125000.0000,0.2880
ijk_ikj_1100_50,7173000000.0000,2121000000.0000,1751400000.0000,160000.0000,0.0000,2665360000.0000,5480000.0000,3625000.0000,1300000.0000,1165000.0000,145000.0000,0.1564
ijk_ikj_1050_21,7165200000.0000,1975400000.0000,1632600000.0000,220000.0000,0.0000,2378500000.0000,7560000.0000,2285000.0000,4715000.0000,4685000.0000,65000.0000,0.1536
ijk_ikj_1100_55,7151200000.0000,2032200000.0000,1679600000.0000,100000.0000,0.0000,2658680000.0000,5600000.0000,4245000.0000,1345000.0000,1175000.0000,90000.0000,0.1464
ijk_ikj_1100_44,7003800000.0000,2069400000.0000,1713600000.0000,260000.0000,20000.0000,2632600000.0000,5140000.0000,3310000.0000,1665000.0000,1500000.0000,135000.0000,0.1569
ijk_ikj_950_10,6951200000.0000,1864800000.0000,1540000000.0000,380000.0000,0.0000,1883840000.0000,13540000.0000,5570000.0000,8275000.0000,8260000.0000,35000.0000,0.1338
ijk_ikj_1050_25,6891800000.0000,1917400000.0000,1585400000.0000,220000.0000,0.0000,2332380000.0000,6820000.0000,2855000.0000,3495000.0000,3390000.0000,95000.0000,0.1397
ijk_1250,6867200000.0000,10234400000.0000,8455200000.0000,46120000.0000,0.0000,1915060000.0000,1919460000.0000,1768515000.0000,207535000.0000,188910000.0000,7900000.0000,0.7250
ijk_ikj_1050_30,6739600000.0000,1820200000.0000,1505600000.0000,160000.0000,20000.0000,2294640000.0000,5380000.0000,2770000.0000,2470000.0000,2455000.0000,65000.0000,0.1372
ijk_ikj_1100_110,6707800000.0000,2263800000.0000,1867800000.0000,200000.0000,0.0000,2388600000.0000,53160000.0000,49410000.0000,1690000.0000,1490000.0000,135000.0000,0.1867
ijk_ikj_1050_35,6634400000.0000,1828400000.0000,1512200000.0000,220000.0000,0.0000,2325600000.0000,5560000.0000,3255000.0000,2065000.0000,1955000.0000,90000.0000,0.1351
ijk_ikj_1100_100,6620600000.0000,2209800000.0000,1826400000.0000,160000.0000,0.0000,2352120000.0000,54820000.0000,51150000.0000,1235000.0000,1065000.0000,145000.0000,0.1696
ijk_ikj_1100_275,6489200000.0000,2303200000.0000,1899200000.0000,80000.0000,0.0000,2368940000.0000,43300000.0000,32160000.0000,10225000.0000,10095000.0000,100000.0000,0.1577
ijk_ikj_1100_220,6458800000.0000,2248200000.0000,1855600000.0000,40000.0000,20000.0000,2344560000.0000,45120000.0000,33045000.0000,10510000.0000,10350000.0000,155000.0000,0.2616
ijk_ikj_1050_42,6381600000.0000,1759400000.0000,1456600000.0000,240000.0000,0.0000,2402440000.0000,4440000.0000,2550000.0000,1415000.0000,1325000.0000,75000.0000,0.1369
ijk_ikj_1050_50,6237800000.0000,1756000000.0000,1452800000.0000,140000.0000,0.0000,2295240000.0000,4800000.0000,3285000.0000,1190000.0000,1070000.0000,85000.0000,0.1385
ijk_1200,6078600000.0000,8104000000.0000,6680200000.0000,24600000.0000,0.0000,1688480000.0000,1716420000.0000,1575665000.0000,165610000.0000,145955000.0000,7755000.0000,0.5923
ijk_ikj_1050_70,6027400000.0000,1796200000.0000,1488800000.0000,80000.0000,0.0000,2239620000.0000,13480000.0000,10550000.0000,920000.0000,800000.0000,50000.0000,0.1379
ijk_ikj_1050_75,6026600000.0000,1815800000.0000,1502000000.0000,40000.0000,0.0000,2290260000.0000,20500000.0000,16245000.0000,1010000.0000,915000.0000,95000.0000,0.1487
